Names,ShortName,RA,DEC,Designation,Adopted_SpT,Chisqr,Dwarf_Type,SNR,SPT_B06,SPT_C18,SPT_K10,SpT_simbad,References,Refs.,Parallax,Parallax_err,Parallax_ref,Jmag,Hmag,Kmag,AbsMag
SDSS J085834.42+325627.7,J0858+3256,134.64444,32.940971,J08583467+3256275,L9,4037.64,0,31,L9,T0,T0,T1,2006AJ....131.2722C,7,40.9,3.6,2020AJ....159..257B,16.45,15.38,14.76,14.51
SDSS J08583697+2710508,J0858+2710,134.65404,27.180777,J08583697+2710508,L1beta,5180.79,2,95,L1beta,L1,L2beta,L0.0V,2014ApJ...794..143B,2,17.889,0.862,2020yCat.1350....0G,15.05,14.23,13.66,11.31
2MASSI J0859254-194926,J0859-1949,134.85509,-19.824417,J08592522-1949279,L8,11776.74,0,82,L8,L8,L8,L8,2007AJ....133.2320S,53,65.4,6.1,2012ApJ...752...56F,15.53,14.44,13.75,14.6
SDSS J09002368+2539343,J0900+2539,135.09866,25.659527,J09002368+2539343,T0,6515.29,0,42,T0,d/sdL7,d/sdL7,L6.7V,2014ApJ...794..143B,2,,,,16.43,15.41,14.66,
SDSS J090206.90+003319.36,J0902+0033,135.52876,0.55536115,J09020690+00331936,M7,20518.92,0,208,M7,M7,M7gamma,M6V,2014ApJ...794..143B,2,46.011,0.074,2020yCat.1350....0G,12.11,11.54,11.16,10.42
WISE J09025899+6708331,J0902+6708,135.7457917,67.14250278,J09025899+6708331,L2gamma,21027.22,1,56,L2gamma,L3beta,L4gamma,L7,2017AJ....153..196S,29,,,,16.98,15.09,14.25,
LSPM J0904+4638,J0904+4638,136.09587,46.638668,J09042301+4638192,sdM4,817.76,-2,27,sdM4,sdM6,d/sdM4,esdM6.5,2017A&A...598A..92L,89,5.564,0.261,2020yCat.1350....0G,16.1,15.57,15.44,9.82
2MASS J09053247+1339138,J0905+1339,136.3864167,13.65335556,J09053247+1339138,L2beta,1030.54,2,16,L2beta,L1beta,L1beta,L1,2017AJ....154..112K,10,,,,17.26,16.34,15.82,
2MASS J09054654+5623117,J0905+5623,136.44391,56.386585,J09054654+5623117,L5,313.57,0,11,L5,L5,L5,L5,2010ApJ...710.1142B,15,41.296,1.105,2020yCat.1350....0G,15.4,14.28,13.73,13.47
2MASS J09083688+5526401,J0908+5526,137.1848333,55.45167778,J09083688+5526401,L1beta,2476.18,2,39,L1beta,L1beta,L1beta,,2017AJ....154..112K,10,,,,16.46,15.58,14.92,
2MASSI J0908380+503208,J0908+5032,137.15846,50.535778,J09083803+5032088,L4,26802,0,72,L4,L5,L5,L8,2007AJ....133.2320S,53,95.929,0.549,2020yCat.1350....0G,14.55,13.48,12.94,14.46
SDSS J09094813+1940439,J0909+1940,137.45053,19.67886,J09094813+1940439,L1,4636.81,0,75,L1,L1,L1,L1,2014ApJ...794..143B,2,26.777,0.471,2020yCat.1350....0G,14.73,13.92,13.44,11.87
DENIS-P J0909-0658,J0909-0658,137.48953,-6.9718332,J09095749-0658186,L2beta,13565.85,2,161,L2beta,L1,L2beta,L0.2V,2014ApJ...794..143B,2,40.556,0.238,2020yCat.1350....0G,13.89,13.09,12.54,11.93
2MASS J09140317+5228504,J0914+5228,138.51321,52.480667,J09140317+5228504,M8,2483.89,0,54,M8,M8,M8,,This paper,6,16.347,0.305,2020yCat.1350....0G,14.91,14.12,13.75,10.97
2MASS J09155650+0514212,J0915+0514,138.9854167,5.239236111,J091556508+05142125,L2,660.87,0,19,L2,L2,L2,L3,2016ApJ...830..144R,19,,,,15.9,15.31,14.43,
2MASS J09162684+0628393,J0916+0628,139.11183,6.4775834,J09162684+0628393,M8beta,668.2,2,12,M8beta,M7gamma,M7gamma,M6.5,2007AJ....134.1162L,72,,,,16.25,16.29,15.71,
WISE J09165718-1121047,J0916-1121,139.23825,-11.351306,J09165718-1121047,M8,7148.32,0,74,M8,M9,M9,M9.0,2014ApJ...783..122K,54,32.95,0.25,2020yCat.1350....0G,14.1,13.47,13,11.68
2MASS J09171104-1650010,J0917-1650,139.29601,-16.833612,J09171104-1650010,M7,2125.34,0,35,M7,M7gamma,M7,M7,2010ApJS..190..100K,9,13.74,0.288,2020yCat.1350....0G,14.98,14.4,14.11,10.67
2MASS J09175418+6028065,J0917+6028,139.47575,60.468472,J09175418+6028065,L2gamma,3033.27,1,21,L2gamma,L3beta,L4gamma,L,2011ApJ...732...56G,49,,,,16.6,15.96,15.42,
2MASSW J0918382+213406,J0918+2134,139.65892,21.568279,J09183814+21340580,L1gamma,6329.3,1,71,L1gamma,L2,L2,L2.5V,2014ApJ...794..143B,2,,,,15.66,14.58,13.9,
2MASS J09212898-0339410,J0921-0339,140.37076,-3.6613889,J09212898-0339410,d/sdM5,688.44,-1,8,d/sdM5,M7gamma,d/sdM8,M7:,2007AJ....134.1162L,72,,,,16.46,16.53,15.9,
LSPM J0923+2654,J0923+2654,140.94879,26.907999,J09234771+2654288,sdM2,647.56,-2,23,sdM2,sdM2,sdM2,,2005AJ....129.1483L,16,2.947,0.363,2020yCat.1350....0G,16.45,16.09,16.16,8.8
2MASS J09243114+2143536,J0924+2143,141.12975,21.731556,J09243114+2143536,M7gamma,1678.96,1,33,M7gamma,M7gamma,M7gamma,M7.5,2010ApJS..190..100K,9,9.917,0.54,2020yCat.1350....0G,15.68,15.08,14.84,10.66
2MASS J09264992+5230435,J0926+5230,141.70799,52.512085,J09264992+5230435,M8,560.74,0,15,M8,M8,M8,L?,2011ApJ...732...56G,49,,,,16.77,15.58,15.2,
2MASSW J0928256+423054,J0928+4230,142.1044167,42.515,J09282562+4230545,M8,26798.71,0,259,M8,M8,M8,M9V,2011AJ....141...97W,84,42.815,0.13,2020yCat.1350....0G,13.08,12.39,11.94,11.24
2MASSW J0928397-160312,J0928-1603,142.1655,-16.053555,J09283972-1603128,L2,5393.01,0,79,L2,L2,L2,L2V,2014ApJ...794..143B,2,31.726,0.599,2020yCat.1350....0G,15.32,14.29,13.62,12.83
2MASSW J0929336+342952,J0929+3429,142.39017,34.497971,J09293364+3429527,L7,1747.7,0,31,L6beta,L6beta,L8,L8V,2010ApJ...710.1142B,15,,,,16.6,15.44,14.64,
SDSS J093109.56+032732.5,J0931+0327,142.78979,3.4591944,J09310955+0327331,d/sdL7,3083.64,-1,29,d/sdL7,d/sdL7,d/sdL7,L7.5,2008ApJ...674..451B,90,,,,16.61,16.27,15.74,
SDSS J093128.22+052821.93,J0931+0528,142.86758,5.4727502,J09312822+05282193,M7gamma,18741.19,1,192,M7gamma,M7,M8beta,M8V,2014ApJ...794..143B,2,35.15,0.11,2020yCat.1350....0G,12.86,12.23,11.8,10.59
SDSS J09323747+6725145,J0932+6725,143.15613,67.420692,J09323747+6725145,M9gamma,2188.76,1,36,M9gamma,M9gamma,M9gamma,L0,2014ApJ...794..143B,2,16.475,0.799,2020yCat.1350....0G,15.91,15.36,14.99,12
2MASS J09334975-1602522,J0933-1602,143.4573333,-16.04778611,J09334976-1602523,sdM7,14629.29,-2,72,sdM7,M7,sdM7,,2016ApJ...817..112S,11,36.027,0.083,2020yCat.1350....0G,12.72,12.23,11.89,10.5
2MASS J09340617+0536234,J0934+0536,143.52571,5.6064997,J09340617+0536234,d/sdM5,4480.68,-1,25,d/sdM5,d/sdM5,d/sdM5,M8V,2014ApJ...794..143B,2,9.88,0.361,2020yCat.1350....0G,15.57,15.14,14.76,10.55
2MASS J09351549+0019103,J0935+0019,143.81454,0.31952778,J09351549+0019103,M6,480.94,0,4,M6,d/sdM6,d/sdM6,M7:,2007AJ....134.1162L,72,,,,16.47,16.27,16.61,
2MASS J09352803-2934596,J0935-2934,143.86674,-29.583195,J09352802-29345959,L0,21713.93,0,148,L0,L1,L1,L0.3V,2014ApJ...794..143B,2,29.969,0.334,2020yCat.1350....0G,14.04,13.31,12.82,11.42
2MASS J09384022-2748184,J0938-2748,144.66759,-27.805111,J09384022-2748184,M8,3017.7,0,75,M8,M8beta,M8beta,M7.5,2010ApJS..190..100K,9,35.322,0.103,2020yCat.1350....0G,13,12.36,11.93,10.74
SDSS J09385888+0443439,J0938+0443,144.74533,4.7288613,J09385888+0443439,M9,2054.42,0,50,M9,M9,M9,M7.8V,2014ApJ...794..143B,2,15.448,0.523,2020yCat.1350....0G,15.24,14.5,14,11.19
BRLT 105,J0939+0653,144.8780833,6.886063889,J093930747+06530983,L3,3611.34,0,39,L3,L3,L2,L5.0,2017AJ....154..112K,10,,,,16.78,15.52,15.1,
2MASS J09395909-3817217,J0939-3817,144.9962,-38.28936,J09395909-3817217,d/sdM8,1173.68,-1,15,d/sdM8,d/sdM8,d/sdM8,M7:,2010ApJS..190..100K,9,16.405,0.261,2020yCat.1350....0G,15.17,14.64,14.29,11.24
SDSS J09404788+2946530,J0940+2946,145.19951,29.781389,J09404788+2946530,L2beta,1505.08,2,36,L2beta,L2beta,L2beta,L0.4V,2014ApJ...794..143B,2,17.961,0.919,2020yCat.1350....0G,15.29,14.34,13.92,11.56
2MASS J0941115+425403,J0941+4254,145.2982,42.900864,J09411157+4254031,M6,1296.89,0,18,M6,M6,d/sdM5,M5,2007AJ....133..439C,18,4.255,0.513,2020yCat.1350....0G,16.71,15.49,,9.86
SDSS J09413492+1009421,J0941+1009,145.39549,10.161695,J09413492+1009421,M9,3457.99,0,74,M9,M9,M9,M8.7V,2014ApJ...794..143B,2,19.427,0.435,2020yCat.1350....0G,14.58,13.78,13.37,11.02
2MASSW J0944027+313132,J0944+3131,146.01163,31.525778,J09440279+3131328,L2,1536.9,0,55,L2,L2,L2,L2V,2014ApJ...794..143B,2,25.918,1.154,2020yCat.1350....0G,15.5,14.63,14.01,12.56
SIMP J09455513-0757441,J0945-0757,146.4797083,-7.96225,J09455513-0757441,L2beta,682.59,2,21,L2beta,L2beta,L2beta,L2.0,2016ApJ...830..144R,19,,,,16.17,15.37,14.58,
2MASS J09472006-0020093,J0947-0020,146.833625,-0.335938889,J094720070-0020093,M6,14645.19,0,284,M6,M6,M6,M7,2019AJ....157..231K,80,37.286,0.059,2020yCat.1350....0G,12.26,11.63,11.35,10.11
LP 261-45,J0947+3710,146.9095417,37.17161111,J094738292+37101780,M6gamma,9653.06,1,86,d/sdM4,M6,sdM7,M6V,2019ApJ...883..205B,51,37.465,0.056,2020yCat.1350....0G,12.19,11.67,11.34,10.06
2MASS 09474477+0224327,J0947+0224,146.93654,2.4090834,J09474477+0224327,M8,4194.79,0,157,M8,M8,M8,M8.2V,2014ApJ...794..143B,2,29.851,0.151,2020yCat.1350....0G,13.17,12.48,12.08,10.55
2MASS J09481259+5300387,J0948+5300,147.0570417,53.01195,J09481259+5300387,L1beta,6634.27,2,55,L1beta,L1beta,L1beta,L2,2017AJ....154..112K,10,21.192,0.798,2020yCat.1350....0G,15.58,14.79,14.13,12.22
LHS 2195,J0949+0806,147.34262,8.1125002,J09492223+0806450,M8,5249.78,0,207,M8,M8,M8,M7Ve,2014ApJ...794..143B,2,59.982,0.112,2020yCat.1350....0G,12.3,11.63,11.21,11.2
LSPM J0950+0540,J0950+0540,147.51779,5.6828332,J09500427+0540582,esdM8.5,2768.79,-3,36,esdM8.5,esdM6.5,M3,M3,2008AJ....135..785W,76,6.698,0.282,2020yCat.1350....0G,15.97,15.61,15.32,10.1
2MASS J09524622+0620410,J0952+0620,148.1926,6.3447223,J09524622+0620410,M7gamma,6321.38,1,199,M7gamma,M7gamma,M7gamma,M7.3V,2014ApJ...794..143B,2,25.075,0.085,2020yCat.1350....0G,12.45,11.83,11.46,9.45
WISE J095259.29+195508.1,J0952+1955,148.24704,19.918917,J09525929+1955081,T6,1579.76,0,4,T6,T6,T7,T6,2011ApJS..197...19K,31,40,3,2021ApJS..253....7K,,,,
NLTT 22851A,J0953+0527,148.35092,5.4502497,J09532422+0527009,M5,1332.17,0,90,M5,M5,M5,M4,2014MNRAS.437.3603S,91,17.221,0.063,2020yCat.1350....0G,13.18,12.57,12.29,9.36
NLTT 22851B,J0953+0526,148.35229,5.4495277,J09532455+0526583,L1,1017.45,0,26,L1,L1,L1,M4,2014ApJ...794..143B,2,17.221,0.063,2020yCat.1350....0G,15.67,14.96,14.39,11.85
2MASS J09553336-0208403,J0955-0208,148.889,-2.144547222,J095533365-02084037,L7,2491.94,0,19,L6beta,L6beta,L8,L7pec,2017AJ....153..196S,29,,,,17.11,15.56,14.79,
LSPM J0956+1759,J0956+1759,149.01654,17.99575,J09560397+1759447,sdM4,1118.93,-2,49,sdM4,sdM5,sdM4,M3V,2011AJ....141...97W,84,5.824,0.177,2020yCat.1350....0G,15.46,14.94,14.75,9.29
SIMP J09560810-1447065,J0956-1447,149.03375,-14.78513889,J09560810-1447065,L9,3110.35,0,33,L9,T0,T0,L9,2016ApJ...830..144R,19,65.4,3.4,2020AJ....159..257B,16.28,15.06,14.22,15.35
PSO J149.1907-19.1730,J0956-1910,149.190625,-19.17278611,J09564575-1910223,T0,4787.65,0,39,T0,d/sdL7,d/sdL7,L5pec,2015ApJ...814..118B,14,32.03,0.843,2020yCat.1350....0G,15.21,14.32,13.85,12.74
WISE J095729.41+462413.5,J0957+4624,149.37253,46.403614,J09572941+4624135,L2gamma,7006.21,1,52,L2gamma,L3gamma,L5,L5pec,2014ApJ...787..126L,4,,,,16.25,15.37,14.45,
2MASS J09593276+4523309,J0959+4523,149.8864999,45.39193611,J095932766+45233097,L2gamma,12316.82,1,53,L2gamma,L2gamma,L2gamma,L3-4,2016ApJS..225...10F,34,30.2,2.8,2020AJ....159..257B,15.88,14.76,13.67,13.28
LSPM J1002+6349,J1002+6349,150.5507083,63.82389444,J10021217+6349262,M7,9491.68,0,155,M7,M7,M7,M8V,2011AJ....141...97W,84,36.089,0.08,2020yCat.1350....0G,12.9,12.36,11.98,10.69
SDSS J100319.17-010508.15,J1003-0105,150.82988,-1.0855833,J10031917-01050815,M8beta,13016.66,2,227,M8beta,M8,M8,M7e,2014ApJ...794..143B,2,50.137,0.095,2020yCat.1350....0G,12.33,11.67,11.24,10.83
LHS 5166A,J1004-3335,151.16162,-33.586472,J10043879-3335113,M5,18878.63,0,331,M5,d/sdM4,d/sdM4,M4,1979nlcs.book.....L,92,53.61,0.03,2020yCat.1350....0G,9.85,9.3,9.03,8.5
LHS 5166B,J1004-3335,151.16371,-33.588554,J10043929-33351889,L4,5319.6,0,107,L4,L4,L3,L5,2022A&A...664A.111B,20,53.478,0.419,2020yCat.1350....0G,14.48,13.49,12.92,13.12
LP 789-23,J1006-1653,151.6332083,-16.89073333,J100631976-1653266,M8beta,15596.38,2,194,M8beta,M8beta,M8beta,M7.5Ve,2007AJ....133.2258S,58,50.185,0.071,2020yCat.1350....0G,12.04,11.39,10.99,10.54
2MASS J1006406+215253,J1006+2152,151.66917,21.88139,J1006406+215253,M6,2412.81,0,18,M6,sdM8,d/sdM5,,This paper,6,5.322,0.439,2020yCat.1350....0G,16,15.84,15.5,9.63
SDSS J100711.74+193056.2,J1007+1930,151.79938,19.515638,J10071185+1930563,L8,2679.74,0,27,L8,L9,L9,L9,2006AJ....131.2722C,7,45.6,2,2020AJ....159..257B,16.87,15.76,15,15.17
2MASS J10073369-4555147,J1007-4555,151.89038,-45.92075,J10073369-4555147,T6,1212.14,0,5,T6,T6,T6,T5,2007AJ....134.1162L,72,71,5.2,2012ApJ...752...56F,15.65,15.69,15.56,14.91
2MASS J1008297+205714,J1008+2057,152.12375,20.95389,J1008297+205714,d/sdM6,2030.43,-1,36,d/sdM6,M6,d/sdM6,M6V,2011AJ....141...97W,84,4.892,0.326,2020yCat.1350....0G,15.97,15.24,15.42,9.42
WISE J100926.40+354137.5,J1009+3541,152.36,35.693752,J10092640+3541375,M8,5880.37,0,87,M8,M8,M8,DA+dM,2013PASP..125..809T,50,16.397,0.48,2020yCat.1350....0G,15.11,14.47,14.12,11.18
2MASS J1010500+001754,J1010+0017,152.70834,0.29833332,J1010500+001754,d/sdM8,3954.37,-1,27,d/sdM8,d/sdM8,d/sdM8,,2018A&A...619L...8R,5,6.295,0.636,2020yCat.1350....0G,15.92,15.18,14.71,9.91
2MASS J10110024+4245035,J1011+4245,152.751,42.75099167,J101100244+4245035,M8,10595.49,0,159,M8,M8beta,M8beta,M8V,2011AJ....141...97W,84,29.004,0.165,2020yCat.1350....0G,13.36,12.72,12.32,10.68
2MASS J1012087+030245,J1012+0302,153.03624,3.0458333,J1012087+030245,d/sdM6,3388.9,-1,13,d/sdM6,d/sdM6,d/sdM6,M8V,2011AJ....141...97W,84,6.51,0.656,2020yCat.1350....0G,15.99,15.77,,10.06
2MASS J10142075-4018329,J1014-4018,153.58646,-40.309139,J10142075-4018329,M9,2321.41,0,39,M9,M8,M8,,2018A&A...619L...8R,5,15.828,0.241,2020yCat.1350....0G,14.88,14.1,13.68,10.88
LSPM J1015+4758,J1015+4758,153.91634,47.974583,J10153992+4758285,sdM4,3442.2,-2,93,sdM4,d/sdM4,sdM6,,2016ApJ...817..112S,11,8.037,0.083,2020yCat.1350....0G,14.49,14.06,13.77,9.01
LSPM J1017+4654,J1017+4654,154.31509,46.901836,J10171562+4654066,sdM5,1155.07,-2,65,sdM5,sdM5,sdM5,,2005AJ....129.1483L,16,4.223,0.148,2020yCat.1350....0G,15.51,15.04,14.97,8.63
SDSS J10174251+4310579,J1017+4310,154.42714,43.182751,J10174251+4310579,L2beta,1297.2,2,49,L2beta,L2beta,L1,L0.9V,2014ApJ...794..143B,2,20.627,0.695,2020yCat.1350....0G,15.55,14.89,14.52,12.12
2MASSW J1018588-290953,J1018-2909,154.74496,-29.164833,J10185879-29095349,L1,8977.24,0,169,L1,L1,L1,L0.3V,2014ApJ...794..143B,2,35.872,0.304,2020yCat.1350....0G,14.21,13.42,12.8,11.99
WISE J101905.62+652954.2,J1019+6529,154.77342,65.498383,J10190562+6529542,T6,706.99,0,3,T6,T6,T6,T6,2011ApJS..197...19K,31,41.25,1.75,2019ApJS..240...19K,16.55,16.33,17.02,14.63
2MASS 10213232-2044069,J1021-2044,155.38467,-20.73525,J10213232-2044069,M8,5927.81,0,132,M8,M8,M8,M8.5V,2014ApJ...794..143B,2,45.734,0.132,2020yCat.1350....0G,13.19,12.49,12.07,11.49
2MASS J10220489+0200477,J1022+0200,155.52037,2.0132501,J10220489+0200477,M9,15351.42,0,151,M9,M9,M9,L0e,2014ApJ...794..143B,2,32.806,0.281,2020yCat.1350....0G,14.1,13.4,12.9,11.68
HD 89744B,J1022+4114,155.56204,41.240723,J10221489+4114266,L1,5005.51,0,139,L1,L1,L1,L0.5,2008ApJ...681..579B,38,26.007,0.471,2020yCat.1350....0G,14.9,14.02,13.61,11.98
2MASS J10224821+5825453,J1022+5825,155.70087,58.429253,J10224821+5825453,L2beta,15665.85,2,207,L2beta,L2beta,L2beta,L0.6V,2008AJ....136.1290R,37,53.966,0.158,2020yCat.1350....0G,13.5,12.64,12.16,12.16
2MASSI J1024099+181553,J1024+1815,156.0415416,18.26481944,J102409971+1815533,M8beta,8106.22,2,103,M8beta,M8beta,M8beta,M7e,2007AJ....133.2258S,58,28.76,0.314,2020yCat.1350....0G,12.28,11.62,11.24,9.57
SDSS J102552.43+321234.0,J1025+3212,156.4678,32.209694,J10255227+3212349,L6,1423.07,0,23,L6,L5,L8,L9,2006AJ....131.2722C,7,37.3,1.2,2016ApJ...833...96L,16.89,15.59,15.07,14.75
2MASS J10271549+5445175,J1027+5445,156.816125,54.75528611,J10271549+5445175,L1gamma,2424.11,1,29,L1gamma,L1gamma,L1beta,L7,2017AJ....154..112K,10,,,,16.15,14.98,14.36,
DENIS1027-1820,J1027-1820,156.9427,-18.348139,J10274625-1820533,M8,3228.32,0,54,M8,M8,M8,,This paper,6,14.984,0.368,2020yCat.1350....0G,15.08,14.37,13.89,10.96
ULAS J102940.52+093514.6,J1029+0935,157.41879,9.5872498,J10294051+0935141,T8,1173.02,0,3,T8,T8,T8,T8,2013PASP..125..809T,50,68.6,1.7,2020AJ....159..257B,,,,
SDSS J103026.78+021306.4,J1030+0213,157.61157,2.21825,J10302678+0213057,L9,1999.93,0,25,L9,L9,L9,L9.5,2010ApJ...710.1142B,15,19.5,2.8,2020AJ....159..257B,,,,
2MASS J10315064+3349595,J1031+3349,157.961,33.833195,J10315064+3349595,L2,1990.06,0,40,L2,L2,L2,L2.0,2010ApJS..190..100K,9,21.518,1.471,2020yCat.1350....0G,16.09,15.01,14.33,12.76
2MASS J10325882-3742210,J1032-3742,158.2451,-37.705833,J10325882-3742210,M4,3044.19,0,197,M4,M4,M4,,This paper,6,14.115,0.035,2020yCat.1350....0G,12.53,11.96,11.62,8.28
SDSS J10330910+1216259,J1033+1216,158.28793,12.273861,J10330910+1216259,L0,2005.79,0,44,L0,M9,M9,M9V,2014ApJ...794..143B,2,21.417,0.462,2020yCat.1350....0G,15.06,14.44,13.95,11.72
SDSS J103321.92+400549.5,J1033+4005,158.34108,40.097195,J10332186+4005499,T0,12247.75,0,8,T0,L8,L0beta,L6,2006AJ....131.2722C,7,,,,16.64,15.87,15.41,
2MASS J10334372-3337056,J1033-3337,158.43216,-33.618221,J10334372-3337056,d/sdM6,785.68,-1,18,d/sdM6,d/sdM6,d/sdM6,M5.5,2010ApJS..190..100K,9,5.724,0.506,2020yCat.1350....0G,16.23,15.6,15.4,10.02
SDSS J10340567+0350163,J1034+0350,158.52364,3.8378611,J10340567+0350163,L0,4504.13,0,62,L0,M9gamma,M9gamma,L0,2014ApJ...794..143B,2,22.372,0.351,2020yCat.1350....0G,14.7,14.02,13.62,11.44
2MASSW J1035245+250745,J1035+2507,158.85229,25.129168,J10352455+2507450,L2beta,2616.33,2,93,L2beta,L2beta,L2beta,L1V,2014ApJ...794..143B,2,31.377,0.364,2020yCat.1350....0G,14.76,13.91,13.29,12.24
WISE J103602.80+030615.6,J1036+0306,159.01167,3.1041665,J10360280+0306156,L2beta,1243.03,2,19,L2beta,L2,L2beta,L5.0,2014ApJ...787..126L,4,,,,15.98,15.48,14.82,
PSO J159.0433-27.6357,J1036-2738,159.04325,-27.63556389,J10361038-2738083,L2beta,990.58,2,19,L2beta,L2,L2beta,L2,2015ApJ...814..118B,14,,,,15.92,15.31,14.62,
2MASSW J1036530-344138,J1036-3441,159.22105,-34.69389,J10365305-3441380,L9,4987.53,0,48,L9,L9,L9,L6,2010ApJ...710.1142B,15,67.961,1.595,2020yCat.1350....0G,15.62,14.45,13.8,14.78
WISE J103907.73-160002.9,J1039-1600,159.78221,-16.000805,J10390773-1600029,T7,650.28,0,2,T7,T7,T7,T7.5,2013ApJS..205....6M,28,54.2,2.2,2021ApJS..253....7K,,,,
SIMP J10391406-1904471,J1039-1904,159.8085833,-19.07975,J10391406-1904471,L2,787.53,0,17,L2,L1beta,L0beta,L1.5,2016ApJ...830..144R,19,,,,16.22,15.33,14.61,
2MASS J10430758+2225236,J1043+2225,160.78159,22.423222,J10430758+2225236,L8,6029.52,0,32,L8,L9,T0,L8.5,2007AJ....133.2320S,53,52.4,2.9,2020AJ....159..257B,15.96,14.72,13.99,14.56
SDSS J104335.08+121314.1,J1043+1213,160.89616,12.220805,J10433508+1213149,L9,10715.93,0,61,L9,L9,L9,L9,2010ApJS..190..100K,9,59.9,3.1,2020AJ....159..257B,16,14.97,14.26,14.88
2MASS J10440642-3712425A,J1044-3712,161.02675,-37.211807,J10440642-3712425,M4,1639.8,0,66,M4,M5,M5,,This paper,6,5.621,0.057,2020yCat.1350....0G,13.66,13.16,12.72,7.41
SDSS J104409.43+042937.6,J1044+0429,161.03926,4.4937778,J10440942+0429376,L5,7731.88,0,61,L5,L8,L8,L7,2010ApJ...710.1142B,15,30.8,3.1,2020AJ....159..257B,15.88,14.95,14.26,13.32
2MASSI J1045240-014957,J1045-0149,161.35001,-1.8326666,J10452400-0149576,L2beta,16311.74,2,158,L2beta,L1,L2beta,L1,2002ApJ...575..484G,93,58.804,0.185,2020yCat.1350....0G,13.16,12.35,11.78,12.01
2MASS J10454932+1254541,J1045+1254,161.45549,12.915028,J10454932+1254541,M8,3416.18,0,57,M8,M8,M8,M8,2010ApJS..190..100K,9,11.774,0.578,2020yCat.1350....0G,15.59,15.06,14.61,10.94
TWA 36,J1045-2819,161.46526,-28.326363,J10455166-2819349,M6,19615.56,0,199,M6,M6,M6,M5.5e,This paper,6,11.956,0.083,2020yCat.1350....0G,16.51,16.06,15.73,11.9
DENIS J104617.0-421237,J1046-4212,161.57095,-42.210335,J10461703-4212372,d/sdM8,5837.13,-1,64,d/sdM8,M8,M8,M8.0,2014ApJ...794..143B,2,27.567,0.18,2020yCat.1350....0G,14.29,13.67,13.28,11.49
2MASS J10461875+4441149,J1046+4441,161.57811,44.687473,J10461875+4441149,L3,2893.42,0,45,L3,L5,L3,L4,2010ApJS..190..100K,9,28.904,1.275,2020yCat.1350....0G,15.62,14.66,14.13,12.93
2MASS J10462067+2354307,J1046+2354,161.58612,23.908527,J10462067+2354307,sdM5,707.13,-2,34,sdM5,sdM5,sdM4,sdM6,2010ApJS..190..100K,9,4.089,0.242,2020yCat.1350....0G,15.97,15.53,15.36,9.03
2MASS J10465866-2705048,J1046-2705,161.74442,-27.084667,J10465866-2705048,M8beta,9961.25,2,124,M8beta,M8beta,M8beta,,2018A&A...619L...8R,5,16.797,0.132,2020yCat.1350....0G,13.49,12.86,12.45,9.61
DENIS-P J1047-1815,J1047-1815,161.87952,-18.265917,J10473108-18155739,L1,4106.62,0,175,L1,L1,L1,L0.3V,2013ApJ...772...79A,68,35.589,0.322,2020yCat.1350....0G,14.2,13.42,12.89,11.96
2MASSI J1047538+212423,J1047+2124,161.97438,21.4065,J10475385+2124234,T6,11437.01,0,20,T6,T6,T6,T6.5,2008ApJ...681..579B,38,94.73,3.81,2012ApJ...752...56F,15.82,15.8,16.41,15.7
DENIS-P J1048.0-3956,J1048-3956,162.061,-39.93506667,J104814640-39560624,M8,2914.81,0,36,M8,M8,M8,M8.5Ve:,2012A&A...537A..94S,94,247.216,0.051,2020yCat.1350....0G,9.54,8.9,8.45,11.5
SDSS J104829.21+091937.8,J1048+0919,162.12192,9.3270273,J10482926+0919373,T3,3051,0,19,T3,T2,T2,T2.5,2010ApJ...710.1142B,15,,,,16.59,15.9,16.36,
SDSS J104842.84+011158.5,J1048+0111,162.17838,1.1994445,J10484281+0111580,L1,1565.52,0,101,L1,L1,L1,L1,2008ApJ...681..579B,38,66.589,0.161,2020yCat.1350....0G,12.92,12.14,11.62,12.04
SDSS J104922.45+012559.2,J1049+0125,162.34349,1.4331388,J10492244+01255930,L5,2326.52,0,59,L5,L4,L4,L3.5:V,2014ApJ...794..143B,2,,,,15.88,14.95,14.11,
2MASS J10500694-2940273B,J1050-2940,162.5289,-29.67425,J10500694-2940273,M2,25552.02,0,220,M2,M2,M2,,This paper,6,5.565,0.015,2020yCat.1350....0G,11.2,,,4.93
Wolf 358,J1050+0648,162.71671,6.8081112,J10505201+0648292,M4,0,0,1156,M4,M4,M4,M4V,1951AJ.....56Q..34A,95,143.539,0.029,2020yCat.1350....0G,7.32,6.71,6.37,8.1
2MASS J10511900+5613086,J1051+5613,162.82916,56.219055,J10511900+5613086,L2beta,3295.24,2,95,L2beta,L2beta,L2beta,L2,2019ApJ...883..205B,51,63.923,0.13,2020yCat.1350....0G,13.24,12.42,11.9,12.27
SDSS J10515124+13111633,J1051+1311,162.96352,13.187861,J10515124+13111633,L1,2375.01,0,57,L1,L1,L1,L0,2014ApJ...794..143B,2,14.739,1.138,2020yCat.1350....0G,14.83,14.12,13.63,10.67
2MASS J10521678-3407458,J1052-3407,163.06993,-34.129387,J10521678-3407458,M6,3533.14,0,86,M6,M6,M6,,This paper,6,,,,14.29,13.77,13.3,
